# rank	seq_id	rel_abund_perc
212	gi|198449227|ref|NC_011217.1|	0.137547536846006
213	gi|295413933|ref|NC_014069.1|	0.136472985402006
214	gi|440285320|ref|NC_020070.1|	0.136471079223006
215	gi|589287449|ref|NC_023610.1|	0.135346115127006
216	gi|212498614|ref|NC_011535.1|	0.135219208232006
217	gi|667699522|ref|NC_024482.1|	0.134840114323006
218	gi|85719285|ref|NC_007755.1|	0.134684300666006
219	gi|500998680|ref|NC_015784.2|	0.134103694530006
220	gi|358356482|ref|NC_016163.1|	0.133717923545006
221	gi|44965086|ref|NC_005775.1|	0.133462698261006
222	gi|124378259|ref|NC_008939.1|	0.131407559679006
223	gi|343098564|ref|NC_015886.1|	0.131143431874006
224	gi|55733698|ref|NC_006447.1|	0.131089979884006
225	gi|62362154|ref|NC_006946.1|	0.130464825547006
226	gi|295413954|ref|NC_014080.1|	0.129699568300006
227	gi|53869480|ref|NC_005345.2|	0.129630961996006
228	gi|20087056|ref|NC_003534.1|	0.129585826495006
229	gi|723456162|ref|NC_001659.2|	0.128060625076006
230	gi|331028054|ref|NC_015466.1|	0.127521676773006
231	gi|78763552|ref|NC_007526.1|	0.125159876136006
232	gi|148828650|ref|NC_009555.1|	0.124777215794006
233	gi|589891988|ref|NC_023588.1|	0.121962114184006
234	gi|48697170|ref|NC_005899.1|	0.121509015983006
235	gi|164607199|ref|NC_010251.1|	0.121356990315006
236	gi|643654715|ref|NC_024209.1|	0.119508049472006
237	gi|529296147|ref|NC_022002.1|	0.119226910166006
238	gi|388570630|ref|NC_017978.1|	0.117299837745005
239	gi|254729459|ref|NC_013019.1|	0.117285843283005
240	gi|164564322|ref|NC_010235.1|	0.117246963936005
241	gi|571137517|ref|NC_023039.1|	0.117232394049006
242	gi|224460777|ref|NC_012123.1|	0.116903058740005
243	gi|66396406|ref|NC_007064.1|	0.116088620133005
244	gi|162290175|ref|NC_010148.1|	0.115598028787005
245	gi|73919151|ref|NC_007367.1|	0.114812362942005
246	gi|593775786|ref|NC_023704.1|	0.113413731159005
247	gi|589893688|ref|NC_023609.1|	0.112502405983005
248	gi|18450238|ref|NC_003379.1|	0.112344057070005
249	gi|363540913|ref|NC_016437.1|	0.112338812473005
250	gi|126640090|ref|NC_009088.1|	0.112299481689005
251	gi|148283136|ref|NC_009491.1|	0.112214714976005
252	gi|195535989|ref|NC_011096.1|	0.112188195417005
253	gi|408905830|ref|NC_018835.1|	0.112014418525005
254	gi|509139299|ref|NC_021316.1|	0.111799634582005
255	gi|408905832|ref|NC_018837.1|	0.111435868979005
256	gi|8486161|ref|NC_002211.1|	0.110787493563005
257	gi|187765483|ref|NC_010670.1|	0.110440622378005
258	gi|589890395|ref|NC_023566.1|	0.110104838271005
259	gi|591398030|ref|NC_023677.1|	0.109928570970005
260	gi|9627493|ref|NC_001607.1|	0.109860501403005
261	gi|327197643|ref|NC_015253.1|	0.109294721050005
262	gi|609252170|ref|NC_023741.1|	0.109048354989005
263	gi|526003444|ref|NC_021772.1|	0.108754188485005
264	gi|253756580|ref|NC_012948.1|	0.108510048463005
265	gi|124484697|ref|NC_008973.1|	0.108412673438005
266	gi|380877229|ref|NC_017004.1|	0.108105292277005
267	gi|322688186|ref|NC_015115.1|	0.107875526406005
268	gi|460042674|ref|NC_020486.1|	0.105945141117005
269	gi|157325365|ref|NC_009814.1|	0.105828688923005
270	gi|717728206|ref|NC_024913.1|	0.105540374421005
